"filename", "language", "SCSS", "TypeScript", "JSON", "XML", "HTML", "CSS", "comment", "blank", "total"
"/Users/tli/workspace/cyberbook/cyberbook/src/app/message-center/components/message-thread-list/message-thread-list.component.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 7, 38
"/Users/tli/workspace/cyberbook/cyberbook/src/app/message-center/message-center-routing.module.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 1, 3, 32
"/Users/tli/workspace/cyberbook/cyberbook/src/app/message-center/message-center.module.ts", "TypeScript", 0, 17, 0, 0, 0, 0, 0, 4, 21
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/animations/rotate-add-button.animation.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 2, 12
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/confirmation-alert/confirmation-alert.component.html", "HTML", 0, 0, 0, 0, 15, 0, 0, 1, 16
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/confirmation-alert/confirmation-alert.component.scss", "SCSS", 23, 0, 0, 0, 0, 0, 0, 8, 31
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/confirmation-alert/confirmation-alert.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/confirmation-alert/confirmation-alert.component.ts", "TypeScript", 0, 38, 0, 0, 0, 0, 0, 8, 46
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/date-range-picker/date-range-picker.component.html", "HTML", 0, 0, 0, 0, 36, 0, 0, 5, 41
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/date-range-picker/date-range-picker.component.scss", "SCSS", 25, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/date-range-picker/date-range-picker.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/date-range-picker/date-range-picker.component.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 10, 59
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/feedback/feedback.component.html", "HTML", 0, 0, 0, 0, 18, 0, 0, 4, 22
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/feedback/feedback.component.scss", "SCSS", 24, 0, 0, 0, 0, 0, 0, 8, 32
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/feedback/feedback.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/feedback/feedback.component.ts", "TypeScript", 0, 42, 0, 0, 0, 0, 0, 8, 50
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/image-editor/image-editor.component.html", "HTML", 0, 0, 0, 0, 10, 0, 3, 9, 22
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/image-editor/image-editor.component.scss", "SCSS", 34, 0, 0, 0, 0, 0, 13, 7, 54
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/image-editor/image-editor.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/image-editor/image-editor.component.ts", "TypeScript", 0, 43, 0, 0, 0, 0, 6, 21, 70
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-bar/nav-bar.component.html", "HTML", 0, 0, 0, 0, 52, 0, 0, 7, 59
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-bar/nav-bar.component.scss", "SCSS", 41, 0, 0, 0, 0, 0, 0, 10, 51
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-bar/nav-bar.component.scss-theme.scss", "SCSS", 16, 0, 0, 0, 0, 0, 0, 5, 21
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-bar/nav-bar.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-bar/nav-bar.component.ts", "TypeScript", 0, 55, 0, 0, 0, 0, 0, 10, 65
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-header/nav-header.component.html", "HTML", 0, 0, 0, 0, 19, 0, 0, 4, 23
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-header/nav-header.component.scss", "SCSS", 35, 0, 0, 0, 0, 0, 2, 8, 45
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-header/nav-header.component.scss-theme.scss", "SCSS", 8, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-header/nav-header.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/nav-header/nav-header.component.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 7, 30
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/swipeable-item/swipeable-item.component.html", "HTML", 0, 0, 0, 0, 22, 0, 0, 3, 25
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/swipeable-item/swipeable-item.component.scss", "SCSS", 42, 0, 0, 0, 0, 0, 0, 10, 52
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/swipeable-item/swipeable-item.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/swipeable-item/swipeable-item.component.ts", "TypeScript", 0, 98, 0, 0, 0, 0, 1, 23, 122
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/transaction-editor/transaction-editor.component.html", "HTML", 0, 0, 0, 0, 68, 0, 0, 10, 78
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/transaction-editor/transaction-editor.component.scss", "SCSS", 46, 0, 0, 0, 0, 0, 0, 11, 57
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/transaction-editor/transaction-editor.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/transaction-editor/transaction-editor.component.ts", "TypeScript", 0, 134, 0, 0, 0, 0, 0, 24, 158
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/type-switcher/type-switcher.component.html", "HTML", 0, 0, 0, 0, 9, 0, 0, 1, 10
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/type-switcher/type-switcher.component.scss", "SCSS", 23, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/type-switcher/type-switcher.component.scss-theme.scss", "SCSS", 18, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/type-switcher/type-switcher.component.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 5, 25
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/year-month-picker/year-month-picker.component.html", "HTML", 0, 0, 0, 0, 29, 0, 0, 4, 33
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/year-month-picker/year-month-picker.component.scss", "SCSS", 25, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/year-month-picker/year-month-picker.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/components/year-month-picker/year-month-picker.component.ts", "TypeScript", 0, 32, 0, 0, 0, 0, 0, 7, 39
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/constants.ts", "TypeScript", 0, 101, 0, 0, 0, 0, 1, 14, 116
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/directives/prevent-scroll.directive.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 2, 12
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/directives/swipe-event.directive.ts", "TypeScript", 0, 108, 0, 0, 0, 0, 1, 19, 128
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/model/helper-models.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 9, 37
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/model/snack-bar.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 2, 17
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/pipes/image-url.pipe.ts", "TypeScript", 0, 11, 0, 0, 0, 0, 0, 3, 14
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/shared.module.ts", "TypeScript", 0, 109, 0, 0, 0, 0, 4, 8, 121
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/utils/calculate-subscription-next-date.ts", "TypeScript", 0, 30, 0, 0, 0, 0, 0, 5, 35
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/utils/create-temp-user.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 3, 13
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/utils/generate-default-categories.ts", "TypeScript", 0, 88, 0, 0, 0, 0, 0, 12, 100
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/utils/get-localstorage-value-by-key.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 1, 9
"/Users/tli/workspace/cyberbook/cyberbook/src/app/shared/utils/get-month-summary.ts", "TypeScript", 0, 27, 0, 0, 0, 0, 0, 4, 31
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/authenticate/authenticate.component.html", "HTML", 0, 0, 0, 0, 65, 0, 3, 9, 77
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/authenticate/authenticate.component.scss", "SCSS", 78, 0, 0, 0, 0, 0, 0, 17, 95
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/authenticate/authenticate.component.ts", "TypeScript", 0, 146, 0, 0, 0, 0, 4, 21, 171
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/category-editor/category-editor.component.html", "HTML", 0, 0, 0, 0, 42, 0, 0, 5, 47
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/category-editor/category-editor.component.scss", "SCSS", 80, 0, 0, 0, 0, 0, 0, 22, 102
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/category-editor/category-editor.component.scss-theme.scss", "SCSS", 13, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/category-editor/category-editor.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/category-editor/category-editor.component.ts", "TypeScript", 0, 81, 0, 0, 0, 0, 0, 16, 97
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/manage-categories/manage-categories.component.html", "HTML", 0, 0, 0, 0, 47, 0, 0, 5, 52
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/manage-categories/manage-categories.component.scss", "SCSS", 83, 0, 0, 0, 0, 0, 1, 20, 104
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/manage-categories/manage-categories.component.scss-theme.scss", "SCSS", 28, 0, 0, 0, 0, 0, 0, 9, 37
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/manage-categories/manage-categories.component.ts", "TypeScript", 0, 244, 0, 0, 0, 0, 8, 41, 293
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/profile/profile.component.html", "HTML", 0, 0, 0, 0, 38, 0, 0, 10, 48
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/profile/profile.component.scss", "SCSS", 18, 0, 0, 0, 0, 0, 0, 5, 23
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/profile/profile.component.scss-theme.scss", "SCSS", 9, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/profile/profile.component.ts", "TypeScript", 0, 62, 0, 0, 0, 0, 2, 12, 76
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/subscription-editor/subscription-editor.component.html", "HTML", 0, 0, 0, 0, 94, 0, 5, 10, 109
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/subscription-editor/subscription-editor.component.scss", "SCSS", 70, 0, 0, 0, 0, 0, 3, 17, 90
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/subscription-editor/subscription-editor.component.ts", "TypeScript", 0, 219, 0, 0, 0, 0, 0, 37, 256
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/subscription-management/subscription-management.component.html", "HTML", 0, 0, 0, 0, 52, 0, 0, 4, 56
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/subscription-management/subscription-management.component.scss", "SCSS", 105, 0, 0, 0, 0, 0, 2, 24, 131
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/subscription-management/subscription-management.component.scss-theme.scss", "SCSS", 39, 0, 0, 0, 0, 0, 0, 13, 52
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/subscription-management/subscription-management.component.ts", "TypeScript", 0, 118, 0, 0, 0, 0, 0, 22, 140
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/theme-selector/theme-selector.component.html", "HTML", 0, 0, 0, 0, 28, 0, 0, 8, 36
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/theme-selector/theme-selector.component.scss", "SCSS", 81, 0, 0, 0, 0, 0, 0, 16, 97
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/theme-selector/theme-selector.component.scss-theme.scss", "SCSS", 10, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/theme-selector/theme-selector.component.ts", "TypeScript", 0, 93, 0, 0, 0, 0, 0, 12, 105
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/user-home/user-home.component.html", "HTML", 0, 0, 0, 0, 88, 0, 9, 12, 109
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/user-home/user-home.component.scss", "SCSS", 123, 0, 0, 0, 0, 0, 5, 29, 157
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/user-home/user-home.component.scss-theme.scss", "SCSS", 32, 0, 0, 0, 0, 0, 0, 9, 41
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/user-home/user-home.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/user-home/user-home.component.ts", "TypeScript", 0, 124, 0, 0, 0, 0, 8, 17, 149
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/user/user.component.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 1, 2
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/user/user.component.spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 6, 26
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/components/user/user.component.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 5, 15
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/guards/can-leave-auth.guard.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 4, 22
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/guards/can-register.guard.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 5, 38
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/user-routing.module.ts", "TypeScript", 0, 64, 0, 0, 0, 0, 0, 3, 67
"/Users/tli/workspace/cyberbook/cyberbook/src/app/user/user.module.ts", "TypeScript", 0, 45, 0, 0, 0, 0, 0, 2, 47
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/fonts/material-icons/baseline.css", "CSS", 0, 0, 0, 0, 0, 4081, 5, 1352, 5438
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/fonts/material-icons/outline.css", "CSS", 0, 0, 0, 0, 0, 4081, 5, 1352, 5438
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/fonts/material-icons/twotone.css", "CSS", 0, 0, 0, 0, 0, 6496, 5, 2157, 8658
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/icons/browserconfig.xml", "XML", 0, 0, 0, 2, 0, 0, 0, 0, 2
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/icons/manifest.json", "JSON", 0, 0, 41, 0, 0, 0, 0, 0, 41
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/images/Untitled-3.svg", "XML", 0, 0, 0, 17, 0, 0, 3, 2, 22
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/images/cyberpunk-texture.svg", "XML", 0, 0, 0, 20, 0, 0, 0, 2, 22
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/images/github.svg", "XML", 0, 0, 0, 1, 0, 0, 0, 1, 2
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/images/登录logo.svg", "XML", 0, 0, 0, 13, 0, 0, 1, 1, 15
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/themes/blade-runner-2049.scss", "SCSS", 112, 0, 0, 0, 0, 0, 1, 12, 125
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/themes/cyberpunk-2077.scss", "SCSS", 112, 0, 0, 0, 0, 0, 1, 11, 124
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/themes/seasons-autumn.scss", "SCSS", 79, 0, 0, 0, 0, 0, 0, 9, 88
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/themes/seasons-spring.scss", "SCSS", 79, 0, 0, 0, 0, 0, 0, 9, 88
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/themes/seasons-summer.scss", "SCSS", 79, 0, 0, 0, 0, 0, 0, 9, 88
"/Users/tli/workspace/cyberbook/cyberbook/src/assets/themes/seasons-winter.scss", "SCSS", 79, 0, 0, 0, 0, 0, 0, 9, 88
"/Users/tli/workspace/cyberbook/cyberbook/src/environments/environment.local-test.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tli/workspace/cyberbook/cyberbook/src/environments/environment.prod.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tli/workspace/cyberbook/cyberbook/src/environments/environment.test.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tli/workspace/cyberbook/cyberbook/src/environments/environment.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 11, 3, 21
"/Users/tli/workspace/cyberbook/cyberbook/src/index.html", "HTML", 0, 0, 0, 0, 34, 0, 0, 2, 36
"/Users/tli/workspace/cyberbook/cyberbook/src/main.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 4, 18
"/Users/tli/workspace/cyberbook/cyberbook/src/manifest.json", "JSON", 0, 0, 69, 0, 0, 0, 0, 1, 70
"/Users/tli/workspace/cyberbook/cyberbook/src/manifest.webmanifest", "JSON", 0, 0, 59, 0, 0, 0, 0, 1, 60
"/Users/tli/workspace/cyberbook/cyberbook/src/polyfills.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 55, 8, 64
"/Users/tli/workspace/cyberbook/cyberbook/src/styles.scss", "SCSS", 175, 0, 0, 0, 0, 0, 9, 33, 217
"/Users/tli/workspace/cyberbook/cyberbook/src/test.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 4, 4, 21
"Total", "-", 2265, 6026, 169, 53, 994, 14658, 279, 6598, 31042